,winery_search_term,latitude,longitude,number_of_results,status
3603,Château K winery France,35.1012226,-89.8598253,1,OK
3604,Kalfu winery Chile,-41.3242139,-72.97549959999999,1,OK
3605,Stella Bella winery Australia,-33.97247249999999,115.1030429,1,OK
3606,Ray's Station Vineyards winery US,38.9740136,-123.1157242,1,OK
3607,Il Falchetto winery Italy,44.7218643,8.2216451,1,OK
3608,Chanoine winery France,49.2143865,4.013725,1,OK
3609,Bodega Renacer winery Chile,-33.0666656,-68.9061151,1,OK
3610,M. Cosentino winery US,38.41924220000001,-122.3888066,1,OK
3611,Houdini winery US,36.1612481,-86.7784714,1,OK
3612,Otazu winery Spain,42.786102,-1.781018,1,OK
3613,Tempus Cellars winery US,46.09191819999999,-118.2715797,1,OK
3614,Allimant-Laugner winery France,48.2416292,7.381201000000001,1,OK
3615,Inspire Moore winery US,42.62522149999999,-77.3948381,1,OK
3616,Tsantali winery Greece,40.3690309,23.0472692,2,OK
3617,Colterenzio winery Italy,46.4639118,11.2883434,1,OK
3618,Crowded House winery New Zealand,-39.0566987,174.0771006,2,OK
3619,Dr. Wagner winery Germany,49.6069991,6.5595021,1,OK
3620,Lucien Lardy winery France,46.1922823,4.7111249,1,OK
3621,,,,0,ZERO_RESULTS
3622,Domaine des Nugues winery France,46.1740387,4.7147724,1,OK
3623,Casa S.M. de Tourais winery Portugal,41.1523152,-7.796151099999999,1,OK
3624,,,,0,ZERO_RESULTS
3625,Boutinot winery France,44.2399896,4.944652,1,OK
3626,,,,0,ZERO_RESULTS
3627,Rabble winery US,35.5761337,-120.7325702,1,OK
3628,Raphael Sallet winery France,46.503517,4.88144,1,OK
3629,SeaGlass winery US,35.9547489,-86.81919690000001,2,OK
3630,Joleté winery US,38.2674193,-85.6117481,1,OK
3631,Les Collines du Bourdic winery France,43.98663699999999,4.3345559,2,OK
3632,Citation winery US,39.7914111,-74.7365416,1,OK
3633,David Hill winery US,45.54759300000001,-123.1572526,1,OK
3634,Martinelli winery US,38.48823429999999,-122.8076434,1,OK
3635,Dr. Nägler winery Germany,49.98091059999999,7.930523999999999,2,OK
3636,Schmitz 24 Brix winery US,38.4642906,-120.8569154,1,OK
3637,Valley View winery US,42.224817,-123.047365,1,OK
3638,Baron Philippe de Rothschild winery France,48.8712202,2.3184293,1,OK
3639,Lexicon winery Argentina,-33.7710464,-69.15476149999999,1,OK
3640,Kings Mountain winery US,35.2518448,-81.30248420000001,1,OK
3641,Magness winery US,35.9927361,-91.577387,1,OK
3642,Sivas-Sonoma winery US,38.2931304,-122.4593339,1,OK
3643,Domaine Luc et Lise Pavelot winery France,47.0791361,4.8521709,1,OK
3644,Domaine des Croix winery France,47.0245139,4.8445599,1,OK
3645,Domaine Nicolas Rossignol winery France,47.0056086,4.8394549,1,OK
3646,Domaine Marc Roy winery France,47.2290955,4.981756499999999,1,OK
3647,Saffron Fields Vineyard winery US,45.3509099,-123.1382918,1,OK
3648,Alpha Crucis winery Australia,-35.2135576,138.5433658,1,OK
3649,Kevin White winery US,47.7638799,-122.1493532,1,OK
3650,Lioco winery US,38.6107012,-122.8691734,1,OK
3651,Balderdash winery US,42.4160108,-73.33609729999999,1,OK
3652,Domaine le Roc winery France,43.8252481,1.3991315,1,OK
3653,Marco Cecchini winery Italy,46.142997,13.3357891,1,OK
3654,Methven Family Vineyards winery US,45.1351853,-123.1217591,1,OK
3655,Uphill Vineyards winery US,38.3932201,-120.8028303,1,OK
3656,MAD Wines winery US,36.105887,-86.81574700000002,1,OK
3657,Tenuta Villa Tavernago winery Italy,45.4281775,9.300304599999999,1,OK
3658,Jacella winery US,38.29407,-122.459148,2,OK
3659,L'Amphore de Provence winery France,43.408159,6.298374300000001,1,OK
3660,Cimarone winery US,34.6671043,-120.1147568,1,OK
3661,Cottonwood Winery of Oregon winery US,34.7482183,-112.0275522,1,OK
3662,Fulcrum winery US,38.2916223,-122.4572729,1,OK
3663,Maroon winery US,38.3170358,-122.2437543,1,OK
3664,Martin's Rake winery New Zealand,-41.2096777,175.4542267,1,OK
3665,Matua Valley winery New Zealand,-36.7440653,174.5064208,1,OK
3666,Callaway winery US,33.524426,-117.089852,2,OK
3667,Corvus winery US,46.0920326,-118.2716486,1,OK
3668,Kalaris winery US,38.4889858,-122.4282924,1,OK
3669,The Calling winery US,36.1049162,-86.8646954,1,OK
3670,TR Elliott winery US,38.0034414,-78.8277918,1,OK
3671,Rainer Wess winery Austria,48.422451,15.623657,1,OK
3672,Robert Young winery US,38.6936606,-122.824106,1,OK
3673,Nikolaihof winery Austria,48.3944597,15.5778106,1,OK
3674,Balthasar Ress winery Germany,50.01587860000001,8.0685434,1,OK
3675,BKB winery US,37.0123482,-88.6730414,1,OK
3676,Dyer winery US,38.5642161,-122.5739335,1,OK
3677,Respite winery US,36.1561442,-86.7744032,1,OK
3678,W.S. Keyes winery US,35.842795,-80.28343,1,OK
3679,Domaine de Gournier winery France,43.990587,4.1895472,1,OK
3680,Domaine du Vistre winery France,43.7115745,4.2624561,1,OK
3681,Marrenon winery France,43.7223051,5.545494,2,OK
3682,Mayu winery Chile,35.9547489,-86.81919690000001,1,OK
3683,Domaine du Jas d'Esclans winery France,36.157061,-86.7944071,1,OK
3684,Domaine Feuillat-Juillot winery France,46.7040273,4.6720188,1,OK
3685,Polz winery Austria,46.6845508,15.6226554,1,OK
3686,Sonoma-Loeb winery US,38.291284,-122.457322,1,OK
3687,Sparrow Hawk winery US,38.6227475,-90.51643969999999,1,OK
3688,Unger winery Austria,48.3755023,15.6079083,1,OK
3689,Mendielle Vertu winery US,36.959502,-86.5881528,1,OK
3690,Oak Grove winery US,38.149278,-121.341012,1,OK
3691,Peconic Bay Winery winery US,41.018927,-72.47964999999999,1,OK
3692,Valle Perdido winery Argentina,-33.7710464,-69.15476149999999,1,OK
3693,Penns Woods winery US,39.8475856,-75.5467496,1,OK
3694,Rued winery US,38.6583915,-122.9247888,1,OK
3695,Gauthier winery US,37.473456,-76.8321242,1,OK
3696,Crossroads winery New Zealand,-39.5775333,176.7740347,1,OK
3697,Pavillion Crossing winery US,37.9270408,-122.0591973,1,OK
3698,Brutocao winery US,38.971171,-123.1169222,1,OK
3699,Breathless winery US,38.6128214,-122.8757769,1,OK
3700,Simon Bize winery France,47.0618807,4.815627099999999,1,OK
3701,Jawbone winery New Zealand,-41.6482923,174.1314746,1,OK
3702,Walter Dacon winery US,47.14818450000001,-123.064276,1,OK
3703,First Press winery US,38.7200153,-77.1235289,1,OK
3704,Hannah Nicole Vineyards winery US,37.9225005,-121.6575348,1,OK
3705,Mazza Chautauqua Cellars winery US,42.30953,-79.604805,1,OK
3706,Entropy Cellars winery US,37.6567891,-121.7594287,1,OK
3707,Wilson Daniels winery US,40.7430161,-73.9904457,1,OK
3708,Mandolin winery US,36.1522275,-86.7763126,2,OK
3709,6 Under winery US,41.5483499,-86.9784978,1,OK
3710,Domaine des Coltabards winery France,42.7673502,2.6528789,1,OK
3711,Esterházy winery Austria,47.82118250000001,16.544112,1,OK
3712,Heron winery US,42.4498966,-77.201624,1,OK
3713,,,,0,ZERO_RESULTS
3714,Tertulia winery US,46.0135036,-118.3601432,1,OK
3715,Vine Hill winery US,37.0741486,-121.9608808,1,OK
3716,Alois Lageder winery Italy,46.2881958,11.2099521,1,OK
3717,,,,0,ZERO_RESULTS
3718,Langmeil winery Australia,-34.5082542,138.9632366,1,OK
3719,Buchegger winery Austria,48.465221,15.5772986,2,OK
3720,Domaine Sorin winery France,43.1981431,5.7180176,1,OK
3721,Ilurce winery Spain,42.17512490000001,-1.7710633,1,OK
3722,Ici/La-Bas winery US,35.179036,-106.5815499,1,OK
3723,Tenuta Sasso Orlando winery Italy,43.0247541,10.6799345,1,OK
3724,Otis Kenyon winery US,46.0671348,-118.3390582,1,OK
3725,Waits-Mast winery US,37.7333046,-122.434389,1,OK
3726,Winzer Krems winery Austria,48.4203152,15.6181225,1,OK
3727,SuLei winery US,46.0672089,-118.3399748,1,OK
3728,Two Rivers winery US,39.09079819999999,-108.662145,1,OK
3729,O. Fournier winery Chile,-33.803535,-69.1184171,1,OK
3730,Palo Alto winery Chile,37.4477422,-122.1621422,1,OK
3731,,,,0,ZERO_RESULTS
3732,Fusional winery New Zealand,33.7852499,-84.412048,1,OK
3733,Domaine Pral winery France,35.9547489,-86.81919690000001,1,OK
3734,SignoSeis winery Argentina,-34.5814176,-58.4482325,1,OK
3735,Lockwood winery US,38.485519,-122.4376199,1,OK
3736,Quinta da Alorna winery Portugal,39.1980038,-8.6413222,1,OK
3737,Gérard Charvet winery France,46.2132727,4.7124089,1,OK
3738,Blair winery US,40.5503862,-75.8288488,1,OK
3739,,,,0,ZERO_RESULTS
3740,Bartz-Allen winery US,33.088724,-96.683934,1,OK
3741,Col d'Orcia winery Italy,42.967171,11.437808,1,OK
3742,Domaines Bunan winery France,43.1757338,5.759568,1,OK
3743,Ropiteau winery France,46.981282,4.7675699,1,OK
3744,Vignobles Ravel winery France,43.2335214,6.1886119,1,OK
3745,Earthworks winery Australia,28.374694,-81.549404,1,OK
3746,Ernie Els winery South Africa,-34.014214,18.847346,1,OK
3747,Ser winery US,36.9775792,-121.9008409,1,OK
3748,Domaine Masson-Blondelet winery France,47.2852122,2.9544066,1,OK
3749,Gremillet winery France,48.02493570000001,4.3609405,1,OK
3750,Carol Shelton winery US,38.4715911,-122.7424107,1,OK
3751,,,,0,ZERO_RESULTS
3752,Salon winery France,48.9469509,4.0183365,1,OK
3753,La Bete winery US,39.351692,-82.54957999999999,1,OK
3754,Zucca winery US,38.1373837,-120.4646747,1,OK
3755,Everett Ridge winery US,38.6106699,-122.8921192,1,OK
3756,Veranda winery Chile,34.594331,-83.97893189999999,1,OK
3757,Victor Vineyards winery US,38.1386157,-121.2086161,1,OK
3758,Vineyard 511 winery US,38.570238,-122.582179,1,OK
3759,Wautoma winery US,43.9511558,-89.2539285,1,OK
3760,Henry Earl winery US,46.0673337,-118.3385103,1,OK
3761,Nk'Mip Cellars winery Canada,49.0384035,-119.4334984,1,OK
3762,Howard Park winery Australia,-33.8310998,115.058846,1,OK
3763,Winery of Good Hope winery South Africa,-34.016046,18.817467,1,OK
3764,Duval-Leroy winery France,48.90762410000001,4.022848499999999,1,OK
3765,Pence Ranch winery US,34.6211389,-120.2488055,1,OK
3766,Graf Hardegg winery Austria,48.7193082,16.1755743,1,OK
3767,Josef Ehmoser winery Austria,48.4379059,15.9990993,1,OK
3768,Dürnberg winery Austria,48.7242788,16.5920912,1,OK
3769,,,,0,ZERO_RESULTS
3770,Ernst Bretz winery Germany,49.80316149999999,8.1932478,1,OK
3771,Elyse winery US,38.3835544,-122.3544446,1,OK
3772,Budureasca winery Romania,45.0394916,26.4055301,1,OK
3773,Château Haut Maurin winery France,44.68918670000001,-0.1461405,1,OK
3774,Garzón winery Uruguay,-34.5692065,-54.627697,1,OK
3775,Predator winery US,35.9547489,-86.81919690000001,1,OK
3776,Schramsberg winery US,38.5494815,-122.5378838,1,OK
3777,Kaleidos winery US,35.5753469,-120.6895507,1,OK
3778,Barrack winery US,37.5303491,-89.16611759999999,1,OK
3779,Ila winery US,34.2344269,-83.313466,1,OK
3780,Baby Bear winery US,35.7129156,-83.5145656,2,OK
3781,Gordon Estate winery US,46.279562,-118.8450072,1,OK
3782,Montinore winery US,45.4926758,-123.1333762,1,OK
3783,Season winery US,43.241521,-123.397627,1,OK
3784,Styring winery US,45.3604858,-123.0727789,1,OK
3785,Carneros Ranch winery US,30.5666703,-97.8867669,1,OK
3786,Robert Giraud winery France,44.9863502,-0.4444514,1,OK
3787,Willow Creek winery New Zealand,39.4773851,-88.8675992,1,OK
3788,Monticello Vineyards winery US,30.511762,-83.891559,1,OK
3789,Willi Brundlmayer winery Austria,48.4735363,15.6646975,1,OK
3790,,,,0,ZERO_RESULTS
3791,Pierre Morey winery France,46.9774511,4.7671431,1,OK
3792,Baker Lane winery US,38.369964,-122.82138,1,OK
3793,Belle Glos winery US,36.1505553,-86.8016076,1,OK
3794,SKN winery US,37.5768752,-89.1141317,1,OK
3795,Clary Ranch winery US,38.2370431,-122.728608,1,OK
3796,,,,0,ZERO_RESULTS
3797,Porter Family Vineyards winery US,38.2825093,-122.2240202,1,OK
3798,Bertani winery Italy,45.5172242,11.0228867,1,OK
3799,La Vuelta winery Argentina,-32.9565972,-68.744767,1,OK
3800,St. Rose winery US,33.0164917,-94.9268616,1,OK
3801,Domaine Guillaman winery France,43.8733702,0.2553625,1,OK
3802,Fritz Windisch winery Germany,49.8805608,8.261536,1,OK
3803,Patrick De Ladoucette winery France,47.2972866,2.9586506,1,OK
3804,Glen Carlou winery South Africa,-33.8117628,18.9032982,1,OK
3805,Springfield Estate winery South Africa,-33.836914,19.915337,1,OK
3806,Hoopla winery US,36.1522275,-86.7763126,1,OK
3807,Icaria winery US,38.7784824,-122.9983891,1,OK
3808,,,,0,ZERO_RESULTS
3809,Edwin Dyer winery US,36.0523806,-86.80554169999999,2,OK
3810,Kudos winery US,36.1078097,-86.8154321,1,OK
3811,Cambas winery Greece,40.6187202,22.1001473,1,OK
3812,,,,0,ZERO_RESULTS
3813,Cuvée de Peña winery France,33.8155436,-84.36616529999999,1,OK
3814,Valley Legend winery US,46.3420972,-114.14987,1,OK
3815,Vins Auvigue winery France,46.2795013,4.744328299999999,2,OK
3816,Meerlust winery South Africa,-34.0170461,18.7571959,1,OK
3817,Cayuga Ridge Estate winery US,42.6946196,-76.7439259,1,OK
3818,Meridian winery US,35.6595027,-120.5789684,1,OK
3819,Groebe winery Germany,49.7065206,8.247726499999999,2,OK
3820,Durigutti winery Argentina,-33.036355,-68.964604,1,OK
3821,Cave de Bissey winery France,46.7308827,4.6864251,1,OK
3822,Finca Wölffer winery Argentina,40.945028,-72.27747,1,OK
3823,Graham Beck winery South Africa,-33.8011765,19.8002149,1,OK
3824,Lula winery US,39.1219547,-123.516523,1,OK
3825,Marshall Davis winery US,45.29430379999999,-123.1775415,1,OK
3826,Rocky Point winery US,41.5404796,-82.7236361,1,OK
3827,Sineann winery US,45.245624,-122.888048,1,OK
3828,,,,0,ZERO_RESULTS
3829,Château Rives-Blanques winery France,43.1155509,2.2252893,1,OK
3830,Fogdog winery US,35.4462816,-80.87996290000001,1,OK
3831,Oakford winery US,40.0971327,-89.95476649999999,1,OK
3832,Ludwig winery US,37.477346,-89.65368699999999,1,OK
3833,Buttonwood Grove winery US,42.7326916,-76.7706247,1,OK
3834,Troon winery US,42.30534,-123.2213124,1,OK
3835,Casca Wines winery Portugal,38.7086727,-9.3967367,1,OK
3836,Domaine la Colombette winery France,43.386188,3.2181999,1,OK
3837,Sacha Lichine winery France,44.9104486,-0.6095623,1,OK
3838,Tussock Jumper winery France,47.62303960000001,-2.8314838,1,OK
3839,La Vieille Ferme winery France,44.11916970000001,4.8533135,1,OK
3840,Hancock & Hancock winery Australia,41.954877,-75.2826802,1,OK
3841,,,,0,ZERO_RESULTS
3842,Villebois winery France,47.2479606,1.3715056,1,OK
3843,Tres Sabores winery US,38.46231969999999,-122.4451902,1,OK
3844,Eno winery US,41.8230441,-71.4126265,1,OK
3845,Joh. Jos. Christoffel winery Germany,49.9783199,7.005829299999999,1,OK
3846,,,,0,ZERO_RESULTS
3847,Seguin-Manuel winery France,47.0253245,4.8456074,1,OK
3848,Lazy Creek winery US,38.6114412,-122.870074,1,OK
3849,,,,0,ZERO_RESULTS
3850,Force Majeure winery US,47.7631003,-122.1495286,2,OK
3851,Solminer winery US,34.6653894,-120.1148329,1,OK
3852,The Walls winery US,46.068416,-118.35605,1,OK
3853,L'Ostal Cazes winery France,43.3035548,2.6429207,1,OK
3854,Maloney winery US,35.528168,-120.666517,1,OK
3855,Intrinsic winery US,47.7299119,-122.1508226,1,OK
3856,Desert Wind winery US,46.2162754,-119.7470812,1,OK
3857,,,,0,ZERO_RESULTS
3858,Lazy River winery US,45.3369335,-123.2008045,1,OK
3859,Oregon Trails winery US,43.5590839,-116.7688716,1,OK
3860,Oxford Landing winery Australia,-34.4444682,139.0142369,1,OK
3861,Paringa winery Australia,-38.38908199999999,145.037068,1,OK
3862,Vincent Sauvestre winery France,47.8461829,3.7652239,1,OK
3863,,,,0,ZERO_RESULTS
3864,Coldstream Hills winery Australia,-37.718762,145.463049,1,OK
3865,Gassier winery France,43.501204,5.655491,1,OK
3866,Catrala winery Chile,-33.197164,-71.37601699999999,2,OK
3867,Gunderloch winery Germany,49.9146801,8.3438728,1,OK
3868,Dutcher Crossing winery US,38.7105778,-122.9748556,1,OK
3869,Knipser winery Germany,49.55218000000001,8.237681,1,OK
3870,Bodega Privada winery Argentina,-32.948538,-68.7308252,1,OK
3871,Cicchitti winery Argentina,-32.91936,-68.736019,1,OK
3872,,,,0,ZERO_RESULTS
3873,Domaine Billaud-Simon winery France,47.812921,3.803712,1,OK
3874,Weingut Stiftung St. Nikolaus-Hospital winery Germany,49.9162924,7.070595900000001,1,OK
3875,Diora winery US,39.055093,-76.52612599999999,1,OK
3876,Bernard Defaix winery France,47.8181073,3.773102599999999,1,OK
3877,Hyatt winery US,46.44447659999999,-120.2831443,1,OK
3878,La Forge Estate winery France,48.9813704,3.2875509,2,OK
3879,Sand Point winery US,36.0319041,-86.7873814,1,OK
3880,Sierra Cantabria winery Spain,36.1072507,-86.81587560000001,1,OK
3881,Château de Jonquieres winery France,43.6760228,3.4747951,1,OK
3882,Director's Cut winery US,36.157061,-86.7944071,1,OK
3883,Venture Wines winery US,36.105887,-86.81574700000002,1,OK
3884,WYSIWYG winery France,48.8423171,2.3428487,1,OK
3885,Roquevale winery Portugal,38.66111739999999,-7.5596398,1,OK
3886,Barone Pizzini winery Italy,45.633689,10.020441,1,OK
3887,Jean-Noël Haton winery France,49.0699611,3.8819125,1,OK
3888,Companhia das Quintas winery Portugal,40.490851,-8.4750251,1,OK
3889,Domaine Jean Monnier et Fils winery France,46.9819307,4.768092500000001,1,OK
3890,Dewitt winery US,41.8916934,-90.5889344,1,OK
3891,Domaine du Comte Liger-Belair winery France,47.1606957,4.9550717,1,OK
3892,Xurus winery US,37.9319773,-122.517112,1,OK
3893,Chiarello Family Vineyards winery US,38.4020298,-122.3624169,1,OK
3894,François Bertheau winery France,47.185868,4.953403,1,OK
3895,,,,0,ZERO_RESULTS
3896,,,,0,ZERO_RESULTS
3897,Halter Ranch winery US,35.6394216,-120.8545096,1,OK
3898,Harken winery US,36.61255999999999,-119.482435,1,OK
3899,Loveblock winery New Zealand,33.4295171,-86.7064889,1,OK
3900,Meinklang winery Austria,47.6978862,16.9035272,1,OK
3901,Andrew Peace winery Australia,-35.0653497,143.3329153,1,OK
3902,Machherndl winery Austria,48.38108320000001,15.4557333,1,OK
3903,Addamo winery US,34.9216794,-120.4543423,1,OK
3904,Greyrock winery New Zealand,-43.0469476,172.786774,1,OK
3905,Encendido winery Argentina,-38.1302796,-57.72647190000001,1,OK
3906,Kennedy Point winery New Zealand,-36.8069486,175.0260056,1,OK
3907,Papapietro Perry winery US,38.6729496,-122.9348086,1,OK
3908,Twin Islands winery New Zealand,13.4927563,144.7902815,1,OK
3909,Van Duzer winery US,44.9858025,-123.2786768,1,OK
3910,Austerity winery US,33.9214486,-84.3160105,1,OK
3911,Eight Bells winery US,47.67369799999999,-122.3176775,1,OK
3912,Holdredge winery US,38.606133,-122.8614813,1,OK
3913,Lichen Estate winery US,39.0455224,-123.4076253,1,OK
3914,,,,0,ZERO_RESULTS
3915,Silver Mountain winery US,36.959192,-122.0482312,1,OK
3916,Domaine Albert Mann winery France,48.05653900000001,7.298524,1,OK
3917,Domaine Charles Baur winery France,48.0420953,7.3079521,1,OK
3918,Di Arie winery US,38.4969732,-120.8149106,1,OK
3919,Hiedler winery Austria,48.4695933,15.6738945,1,OK
3920,Koehler winery US,34.7310269,-120.1290745,1,OK
3921,Diversion winery US,38.7355382,-85.3870409,2,OK
3922,G. Reedy winery US,34.9301151,-85.1570126,1,OK
3923,Luma Chequén winery Chile,35.1268154,-89.9458478,1,OK
3924,Pepi winery US,35.9636,-86.80973999999999,2,OK
3925,Domaine des Terrisses winery France,43.92729,1.8651564,1,OK
3926,Domaine Seailles winery France,43.89171959999999,0.3009318,1,OK
3927,Château la Colombière winery France,43.821408,1.42922,1,OK
3928,Domaine Uby winery France,34.7305709,-86.58585819999999,2,OK
3929,Save Me San Francisco winery US,37.7434585,-122.469027,1,OK
3930,Seacampo winery Portugal,40.5025909,-7.7017427,1,OK
3931,Prophecy winery US,39.8498999,-86.12134460000001,1,OK
3932,Reinert Project winery US,39.282049,-86.521591,1,OK
3933,,,,0,ZERO_RESULTS
3934,Bodegas Franco-Españolas winery Spain,42.4720873,-2.4471426,1,OK
3935,Marcel Couturier winery France,46.2773164,4.7585003,1,OK
3936,Château de Beauregard winery France,36.1505553,-86.8016076,1,OK
3937,Domaine Arnoux Père et Fils winery France,47.04920569999999,4.8683194,1,OK
3938,,,,0,ZERO_RESULTS
3939,Abadia Retuerta winery Spain,41.61635100000001,-4.410638,1,OK
3940,,,,0,ZERO_RESULTS
3941,Battle Creek winery US,45.52880589999999,-122.6842051,1,OK
3942,Highway 12 winery US,38.2913823,-122.4572192,1,OK
3943,Solitary Cellars winery US,36.9445974,-119.731044,1,OK
3944,Thibault winery France,49.0953426,3.671328899999999,1,OK
3945,Twill winery US,45.362353,-122.6864737,1,OK
3946,Jérôme Gueneau winery France,35.9547489,-86.81919690000001,1,OK
3947,Domaine Tinel-Blondelet winery France,47.2788052,2.9628421,1,OK
3948,Eric Louis winery France,47.3080946,2.865059,1,OK
3949,Herdade da Malhadinha Nova winery Portugal,37.8307151,-7.989184299999999,1,OK
3950,Meyer Family Vineyards winery Canada,49.337346,-119.548989,1,OK
3951,Merrill Cellars winery US,36.959502,-86.5881528,1,OK
3952,V Norte winery Chile,35.5555409,-82.5825696,1,OK
3953,Maycas del Limari winery Chile,-30.7462002,-71.0022311,1,OK
3954,Aimé Roquesante winery France,36.0419415,-86.7091763,1,OK
3955,Château Hermitage Saint-Martin winery France,43.1469227,6.221303199999999,1,OK
3956,Château Laulerie winery France,44.892056,0.189967,1,OK
3957,Derby winery US,35.620349,-120.68697,1,OK
3958,Domaine des Diables winery France,43.49726,5.653885,1,OK
3959,,,,0,ZERO_RESULTS
3960,Vignobles de Saint-Tropez winery France,43.25654290000001,6.6357716,1,OK
3961,Joyful Noise winery US,45.21157729999999,-123.1901348,1,OK
3962,,,,0,ZERO_RESULTS
3963,Napa Creek winery US,38.3589907,-122.2882784,1,OK
3964,Donovan-Parke winery US,38.6127672,-90.25937979999999,1,OK
3965,Kastania winery US,38.2124949,-122.602713,1,OK
3966,Mas Sainte Berthe winery France,43.739823,4.805672299999999,1,OK
3967,Forth winery US,38.5837918,-122.8972584,1,OK
3968,Feather winery US,37.5608422,-89.1102329,1,OK
3969,Ferraud et Fils winery France,46.1122177,4.7313464,2,OK
3970,Franz Krämer winery Germany,49.9785208,7.020496700000001,1,OK
3971,Andean Sky winery Argentina,-32.8857675,-68.8449016,1,OK
3972,C&T; winery US,36.1428746,-86.7917389,1,OK
3973,Masút winery US,39.2757536,-123.256736,1,OK
3974,,,,0,ZERO_RESULTS
3975,,,,0,ZERO_RESULTS
3976,Robert Skalli winery France,43.41064739999999,3.703732599999999,1,OK
3977,Artesana winery Uruguay,-34.6713616,-56.3714702,1,OK
3978,,,,0,ZERO_RESULTS
3979,Gayda winery France,43.12002349999999,2.1631046,1,OK
3980,Apaltagua winery Chile,-34.6223092,-71.2656469,1,OK
3981,Robert Goulley winery France,47.845412,3.765065,1,OK
3982,Sannino winery US,41.0168094,-72.5100779,1,OK
3983,Domaine des Verchères winery France,45.9276655,4.6889275,1,OK
3984,Domaine Saint-Nabor winery France,48.4350842,7.4187454,1,OK
3985,Original House Wine winery US,36.1049162,-86.8646954,1,OK
3986,Parmeson winery US,30.2095739,-98.11945279999999,1,OK
3987,Region 1 winery Argentina,-32.9125723,-68.84304279999999,1,OK
3988,El Esteco winery Argentina,-26.0618893,-65.9706001,1,OK
3989,Monterebro winery Spain,38.4784418,-1.323895,1,OK
3990,Verum winery Argentina,-38.9467633,-67.9272332,1,OK
3991,B&E; winery US,35.549149,-120.529065,1,OK
3992,Ehret winery US,38.4337858,-122.6901736,1,OK
3993,August West winery US,37.740601,-122.404579,1,OK
3994,Voss winery US,38.2230957,-122.2630846,1,OK
3995,Xavier Flouret winery France,40.7612727,-73.9694526,1,OK
3996,Lauren Ashton Cellars winery US,47.7336941,-122.1427634,1,OK
3997,Château Fuissé winery France,46.289929,4.75059,1,OK
3998,Angerhof Tschida winery Austria,47.7673049,16.8012442,1,OK
3999,El Enemigo winery Argentina,-33.0444349,-68.72411819999999,1,OK
4000,Domaine de la Denante winery France,46.3026868,4.7556885,1,OK
4001,Love & Squalor winery US,45.4994773,-122.6115539,1,OK
4002,De Tierra winery US,36.5566571,-121.920859,1,OK
4003,Domaine Moillard winery France,47.1392677,4.951525699999999,1,OK
4004,Q winery US,35.0371657,-85.53334339999999,1,OK
4005,Salcheto winery Italy,43.08500000000001,11.7994444,2,OK
4006,,,,0,ZERO_RESULTS
4007,Fattoria la Castellina winery Italy,43.468945,11.286052,1,OK
4008,,,,0,ZERO_RESULTS
4009,Martellotto winery US,34.6256505,-120.1853456,1,OK
4010,Snowden winery US,38.5069423,-122.4706733,1,OK
4011,Milton Park winery Australia,36.1639844,-86.7762151,1,OK
4012,Viña La Rosa winery Chile,-33.423025,-70.60793199999999,2,OK
4013,Veo winery Chile,33.9404471,-84.0829267,1,OK
4014,Domaine des Cantarelles winery France,43.53951199999999,5.937221,1,OK
4015,Edgebaston winery South Africa,-33.8924545,18.8512989,2,OK
4016,Tyee winery US,44.458417,-123.323498,1,OK
4017,Batán de Salas winery Spain,42.004217,0.137701,1,OK
4018,Ladera winery US,38.56297929999999,-122.510445,1,OK
4019,Haras de Pirque winery Chile,-33.7134203,-70.6164201,1,OK
4020,Gann winery US,35.5787013,-87.36746289999999,1,OK
4021,Bookwalter winery US,46.2538356,-119.2989111,1,OK
4022,Masciarelli winery Italy,42.2110302,14.2229107,1,OK
4023,Bruno Paillard winery France,49.21438999999999,4.0150575,1,OK
4024,Colin winery France,46.9530591,4.7236878,1,OK
4025,Amisfield winery New Zealand,-44.9857921,168.8171678,2,OK
4026,Tildio winery US,47.9101618,-120.1532915,1,OK
4027,Cloudburst winery Australia,43.0718805,-70.79590879999999,1,OK
4028,Ken Brown winery US,34.614879,-120.196358,1,OK
4029,Bodegas Manutara winery Chile,-33.3043816,-71.3978814,1,OK
4030,Bonair winery US,46.4253467,-120.2941075,1,OK
4031,Wonderment Wines winery US,36.15498940000001,-86.7744323,1,OK
4032,Domaine Touzot winery France,33.7852499,-84.412048,1,OK
4033,Famille Fabre winery France,43.177477,2.7840471,1,OK
4034,Loma Prieta winery US,37.1061139,-121.8804696,1,OK
4035,Tormaresca winery Italy,36.20508,-86.69440499999999,1,OK
4036,Va Piano Bruno's Blend II winery US,35.9547489,-86.81919690000001,1,OK
4037,Hidden Ridge winery US,38.5183205,-122.5872929,1,OK
4038,Pagos del Moncayo winery Spain,41.8295019,-1.6814776,1,OK
4039,Stephan Ehlen winery Germany,49.9748907,7.040782099999999,1,OK
4040,Château Potelle winery US,38.49794199999999,-122.4599056,1,OK
4041,Seebrich winery Germany,49.8723857,8.336252,1,OK
4042,Stone Wolf winery US,45.2253555,-123.175441,1,OK
4043,,,,0,ZERO_RESULTS
4044,Vallformosa winery Spain,41.3836284,1.6778082,1,OK
4045,Spann Vineyards winery US,38.4194617,-122.5518752,1,OK
4046,Autumn Hill winery US,38.2474068,-78.5068814,1,OK
4047,Monte Cicogna winery Italy,45.52939,10.54098,1,OK
