,winery_search_term,latitude,longitude,number_of_results,status
4048,Civielle - Cantina della Valtenesi e della Lugana winery Italy,45.523081,10.527282,1,OK
4049,Peri Bigogno winery Italy,45.4662375,10.299929,1,OK
4050,Lechthaler winery Italy,46.2488115,11.1798395,1,OK
4051,Paripaso winery US,35.6412775,-120.7843305,1,OK
4052,Château Vincens winery France,44.4559157,1.2803746,1,OK
4053,Pine & Post winery US,35.4871002,-93.8254201,1,OK
4054,Cattleya winery US,38.3548211,-122.7259732,1,OK
4055,Sonoma Vineyards winery US,38.29323189999999,-122.4494171,1,OK
4056,Gantenbein winery Switzerland,47.022877,9.512589799999999,1,OK
4057,Domaine Montrose winery France,43.4283822,3.370506,1,OK
4058,Fire and Oak winery US,30.2248019,-98.7978048,1,OK
4059,Ixsir winery Lebanon,34.2366559,35.7075424,1,OK
4060,Katarzyna winery Bulgaria,41.7511457,26.1174859,1,OK
4061,,,,0,ZERO_RESULTS
4062,Eye Candy winery US,35.9547489,-86.81919690000001,2,OK
4063,,,,0,ZERO_RESULTS
4064,Lola winery US,38.5747677,-122.5786101,1,OK
4065,Denario winery Argentina,-34.7270004,-68.3867185,1,OK
4066,Inkling winery US,38.9711891,-92.54973849999999,1,OK
4067,Kitchen Sink winery US,35.9547489,-86.81919690000001,1,OK
4068,Pessimist winery US,35.6412775,-120.7843305,1,OK
4069,Maisonry winery US,38.4054408,-122.3663618,1,OK
4070,Reverie winery US,38.561264,-122.4967396,1,OK
4071,Valance winery US,37.7829211,-85.3647845,1,OK
4072,Yorba winery US,38.394864,-120.8036041,1,OK
4073,Aurielle winery US,38.094354,-85.677882,1,OK
4074,Blair Fox winery US,34.6656619,-120.1132812,1,OK
4075,,,,0,ZERO_RESULTS
4076,Château de Pourcieux winery France,43.4692544,5.7871804,1,OK
4077,Moncigale winery France,43.8036748,4.6384956,1,OK
4078,Ostler winery New Zealand,-44.7333917,170.4698828,1,OK
4079,Rock View winery US,36.2571438,-86.82603850000001,1,OK
4080,Rocky Gully winery Australia,-34.4628714,117.013378,1,OK
4081,Marlargo winery Australia,39.8346524,-84.3951809,1,OK
4082,Adobe Road winery US,38.2303453,-122.5949442,1,OK
4083,Château des Demoiselles winery France,43.5109111,6.566332699999999,1,OK
4084,Gustafson Family winery US,38.6116753,-122.8712959,1,OK
4085,Marilyn winery US,38.4368905,-122.4019026,1,OK
4086,McConnell Estates Winery winery US,38.3698819,-121.3565431,1,OK
4087,Mayacamas winery US,38.36589,-122.433383,1,OK
4088,Scratch winery US,36.478251,-121.7305273,1,OK
4089,Mendel winery Argentina,-33.0270567,-68.854011,1,OK
4090,Lancelot-Pienne winery France,48.9862013,3.9914889,1,OK
4091,Chardonnais winery US,36.1522275,-86.7763126,1,OK
4092,Glaetzer-Dixon winery Australia,-42.8759166,147.3275276,1,OK
4093,J. M. Gobillard et Fils winery France,49.0822634,3.941950599999999,2,OK
4094,Benoît Cocteaux winery France,48.59720249999999,3.5969979,1,OK
4095,,,,0,ZERO_RESULTS
4096,South Stage winery US,42.3138072,-122.9677313,1,OK
4097,Dourthe winery France,44.9100458,-0.1881972,1,OK
4098,Casa Agricola Alexandre Relvas winery Portugal,38.640671,-7.740557999999999,1,OK
4099,Verget winery France,46.36165320000001,4.6848965,2,OK
4100,Veramar winery US,39.117978,-77.91461500000001,1,OK
4101,Domaine Olivier Merlin winery France,46.3440314,4.7273609,1,OK
4102,Les Alliés winery France,46.40159,6.587190000000001,1,OK
4103,Quinta da Lapa winery Portugal,39.2362282,-8.8813953,1,OK
4104,Rose & Thistle winery US,36.1377611,-86.80627779999999,1,OK
4105,Tondré winery US,36.5066295,-121.4443806,1,OK
4106,Domaine Roland Schmitt winery France,48.5757708,7.4577272,1,OK
4107,Falchini winery Italy,43.4807254,11.0433119,1,OK
4108,La Capilla winery US,36.3545709,-84.0039563,1,OK
4109,,,,0,ZERO_RESULTS
4110,Capitello winery US,44.0538835,-123.0960345,1,OK
4111,Domaine Meriwether winery US,44.0929459,-123.3705393,1,OK
4112,Château du Coing de Saint-Fiacre winery France,47.1495718,-1.4445749,1,OK
4113,Sauvignon Republic winery US,40.6736635,-74.35015709999999,2,OK
4114,Setzer winery Austria,48.5031229,15.8336787,1,OK
4115,Viña La Fortuna winery Chile,-35.0430458,-71.2890824,1,OK
4116,Verge winery US,38.5633808,-122.8710877,1,OK
4117,Pacifico Sur winery Chile,-37.46162229999999,-72.35360709999999,1,OK
4118,Les Vins Bréban winery France,43.4092102,6.0672101,1,OK
4119,Lundeen winery US,42.0973102,-88.6940898,2,OK
4120,Mascota winery Argentina,-32.898813,-68.82180199999999,1,OK
4121,,,,0,ZERO_RESULTS
4122,Château Barbeiranne winery France,43.315978,6.238007,1,OK
4123,Chateau Peyrassol winery France,43.3779778,6.263225299999999,1,OK
4124,Clif Family winery US,38.50036830000001,-122.4640168,1,OK
4125,Cholame winery US,35.880655,-120.698688,1,OK
4126,Dolin winery US,35.9547489,-86.81919690000001,1,OK
4127,Château de la Crée winery France,46.9147949,4.6868397,1,OK
4128,Heart O' The Mountain winery US,37.0890241,-121.9838465,1,OK
4129,,,,0,ZERO_RESULTS
4130,Silenus winery US,38.363801,-122.339104,1,OK
4131,Zerba Cellars winery US,45.9952473,-118.3881891,1,OK
4132,Marchesi Gondi winery Italy,43.804956,11.422144,1,OK
4133,,,,0,ZERO_RESULTS
4134,Frisk winery US,38.295151,-122.294071,1,OK
4135,La Montina winery Italy,45.6413966,10.0941751,1,OK
4136,Weingut Ökonomierat Rebholz winery Germany,49.2091692,8.0507121,1,OK
4137,Nicolas Potel winery France,47.0292903,4.8400977,1,OK
4138,,,,0,ZERO_RESULTS
4139,Salwey winery Germany,48.0889834,7.6292858,1,OK
4140,Lo Sparviere winery Italy,45.6232174,10.0999705,1,OK
4141,Roots winery US,45.3567419,-123.120867,1,OK
4142,François Baur winery France,48.0864239,7.2773979,2,OK
4143,Marilyn Merlot winery US,38.4368905,-122.4019026,1,OK
4144,MandraRossa winery Italy,37.59389,12.972897,1,OK
4145,Balboa winery US,46.00699960000001,-118.3815932,1,OK
4146,,,,0,ZERO_RESULTS
4147,Baron-Fuenté winery France,48.9759748,3.2979469,1,OK
4148,Schäfer winery Germany,49.93381,7.06363,1,OK
4149,Carpe Diem winery US,38.29815869999999,-122.2851925,1,OK
4150,Highflyer winery US,41.4542906,-72.0173385,1,OK
4151,Rosenhof winery Austria,47.7622996,16.8015158,2,OK
4152,Max Ferd. Richter winery Germany,49.913374,7.014621999999999,1,OK
4153,Sketchbook winery US,37.0123482,-88.6730414,1,OK
4154,Château Bela winery Slovakia,48.3602192,17.3304462,1,OK
4155,Natale Verga winery Italy,45.6957812,9.0941134,1,OK
4156,Grove Street winery US,38.6308566,-122.8770883,1,OK
4157,Astoria winery Italy,45.874738,12.2401252,1,OK
4158,Domaines Astruc winery France,43.0661017,2.1804379,1,OK
4159,Wooldridge Creek winery US,42.3056196,-123.2013748,1,OK
4160,Chancellor Estates winery New Zealand,-41.6482923,174.1314746,1,OK
4161,Red Hill (NZ) winery New Zealand,-36.8968066,174.610743,1,OK
4162,Ashland Vineyards winery US,42.1912765,-122.6659738,1,OK
4163,Cima Collina winery US,36.699434,-121.794127,1,OK
4164,Nastl winery Austria,48.47694,15.65481,1,OK
4165,Pangea winery Chile,39.8312157,-85.98913999999999,1,OK
4166,,,,0,ZERO_RESULTS
4167,Westwood winery US,38.2917796,-122.4575243,1,OK
4168,Le Bonheur winery South Africa,-33.8335272,18.8726232,1,OK
4169,Ménage a Trois winery US,38.4211186,-122.3902743,1,OK
4170,,,,0,ZERO_RESULTS
4171,Asunto de Vino winery Chile,-33.3174912,-71.4349889,2,OK
4172,Ferghettina winery Italy,45.6216916,9.9778824,1,OK
4173,La Bastide Blanche winery France,43.2225069,5.7537764,1,OK
4174,Château Landereau winery France,44.8002901,-0.3899806,1,OK
4175,Laurelwood winery US,45.3130763,-123.0930302,1,OK
4176,Irvine Family Vineyards winery US,42.1794437,-122.6330653,1,OK
4177,Star Lane Vineyard winery US,34.6669846,-119.9913032,1,OK
4178,TeBri Vineyards winery US,44.313722,-123.324039,1,OK
4179,Cottonwood Canyon winery US,34.88322,-120.344725,1,OK
4180,Casa L'Angel winery Spain,41.4071487,2.1759093,1,OK
4181,Ancient Peaks winery US,35.389063,-120.613002,1,OK
4182,Ankh winery US,33.7715446,-84.3672662,1,OK
4183,Shirvington winery Australia,-35.240082,138.570927,1,OK
4184,Andre et Mireille Tissot winery France,46.9249439,5.7793208,1,OK
4185,Vista Hills winery US,45.2655306,-123.0708138,1,OK
4186,,,,0,ZERO_RESULTS
4187,Steelhead Vineyards winery US,38.2906369,-122.457214,1,OK
4188,Hersly winery US,40.195364,-76.675429,1,OK
4189,Iris Vineyards winery US,43.8831255,-123.2571837,1,OK
4190,Marchesi de' Frescobaldi winery Italy,36.157061,-86.7944071,1,OK
4191,Domaine Val d'Astier winery France,43.2243608,6.5147132,1,OK
4192,Fattoria San Felo winery Italy,42.737663,11.220972,1,OK
4193,Domaine Jean Bousquet winery Argentina,-33.4326609,-69.192421,1,OK
4194,Melipal winery Argentina,-33.101419,-68.900065,1,OK
4195,Sonnet Cellars winery US,37.1096214,-121.9346028,1,OK
4196,Familia Mayol winery Argentina,-33.4034778,-69.177072,1,OK
4197,Grasso winery US,38.32783999999999,-122.245047,1,OK
4198,,,,0,ZERO_RESULTS
4199,Vie di Romans winery Italy,45.906569,13.4523297,1,OK
4200,John Anthony winery US,38.29750629999999,-122.2891432,1,OK
4201,Stuhlmuller Vineyards winery US,38.6377961,-122.7992986,1,OK
4202,Trivium winery US,36.1522275,-86.7763126,1,OK
4203,Tyler Florence winery US,38.6007241,-90.43284829999999,1,OK
4204,Croney Estates winery New Zealand,-41.6482923,174.1314746,1,OK
4205,Chateau Ste. Michelle & Dr. Loosen winery US,36.1505553,-86.8016076,1,OK
4206,Jawbone winery US,36.9709574,-82.5228518,1,OK
4207,Jean Edwards winery US,38.3386726,-122.2635631,1,OK
4208,Murganheira winery Portugal,41.0575229,-7.738224600000001,1,OK
4209,Cà del Vént winery Italy,45.58488,10.19239,1,OK
4210,Castelveder winery Italy,45.6298398,10.0993023,1,OK
4211,,,,0,ZERO_RESULTS
4212,Raffaldini winery US,36.1789166,-80.89160249999999,1,OK
4213,Jones von Drehle winery US,36.3786355,-80.9493561,1,OK
4214,Tres Exilios winery Argentina,-33.0699227,-68.9121376,1,OK
4215,,,,0,ZERO_RESULTS
4216,Familia Cassone winery Argentina,-33.0241922,-68.8526256,1,OK
4217,Calcareous winery US,35.6266248,-120.7521032,1,OK
4218,Jalama winery US,33.8223232,-116.5460371,1,OK
4219,Delfosse winery US,37.8918072,-78.7632217,1,OK
4220,Cave Freudenreich winery France,48.0431258,7.307197899999999,1,OK
4221,Zusslin winery France,47.93401799999999,7.231001999999999,1,OK
4222,,,,0,ZERO_RESULTS
4223,McPherson Wine Company winery Australia,-36.827371,145.140767,1,OK
4224,Omero winery US,45.35719599999999,-123.069931,1,OK
4225,Agnitio winery US,38.2558829,-122.2730982,1,OK
4226,Le Cercle des Vignerons Saint-Louis winery France,43.4005654,6.0534615,1,OK
4227,Picayune winery US,38.577893,-122.5796703,1,OK
4228,Domaine de Guiot winery France,43.6746959,4.3481253,1,OK
4229,Domaine Jayer-Gilles winery France,47.097925,4.87602,2,OK
4230,Mas Belles Eaux winery France,43.4867737,3.3656359,1,OK
4231,C. Beck winery US,38.505066,-122.465766,1,OK
4232,Henriot winery France,49.26314170000001,4.0427722,1,OK
4233,Beresan winery US,46.00699960000001,-118.3815932,1,OK
4234,Goodfellow winery US,45.2126487,-123.190487,1,OK
4235,Benaddiction winery US,36.8222696,-119.8450815,1,OK
4236,Cougar Crest winery US,47.7311407,-122.1396683,1,OK
4237,Kurt Angerer winery Austria,48.47406729999999,15.5926068,1,OK
4238,Clos des Justices winery France,44.5818738,-0.3071012,1,OK
4239,Grand Bateau winery France,43.9492482,4.7996624,1,OK
4240,Longship winery US,46.2707876,-119.2692529,1,OK
4241,March winery US,36.1049162,-86.8646954,1,OK
4242,,,,0,ZERO_RESULTS
4243,Jacques Charlet winery France,46.187973,4.7181147,1,OK
4244,Domaine Delaporte winery France,47.337463,2.799603,1,OK
4245,Domaine de la Tour Blanche winery France,44.5425311,-0.3512225,2,OK
4246,Domaine Moltès winery France,47.983338,7.289172000000001,1,OK
4247,Laguna winery US,33.5599294,-117.7726279,1,OK
4248,Le Mulet Rouge winery US,38.493568,-120.70917,1,OK
4249,Luna Hart winery US,34.6116098,-120.2004654,1,OK
4250,Phantom Bay winery New Zealand,-41.4914286,173.8788862,1,OK
4251,PharaohMoans winery US,35.9547489,-86.81919690000001,1,OK
4252,Martella winery US,41.049066,-72.4446604,2,OK
4253,Casa Perini winery Brazil,-29.25519499999999,-51.2917431,1,OK
4254,,,,0,ZERO_RESULTS
4255,Vinicola Fraternidad winery Mexico,19.3826682,-99.25281539999999,1,OK
4256,Vinos Magbel winery Mexico,31.9629794,-116.6460853,1,OK
4257,Hartford Court winery US,36.1522275,-86.7763126,1,OK
4258,The Old Field winery US,41.0722295,-72.40908329999999,1,OK
4259,Croteaux winery US,41.0455108,-72.4394882,1,OK
4260,Domaine Michel Thomas et Fils winery France,47.3575321,2.8138665,1,OK
4261,Messina Hof winery US,30.7025,-96.3233333,1,OK
4262,Verotto winery US,37.7957407,-122.4031907,1,OK
4263,,,,0,ZERO_RESULTS
4264,Berryessa Gap winery US,38.5137584,-122.0032452,1,OK
4265,Casa Larga winery US,43.051453,-77.432665,1,OK
4266,Tre winery US,34.6089086,-83.8788088,1,OK
4267,Mommessin winery France,46.12053419999999,4.6415034,2,OK
4268,,,,0,ZERO_RESULTS
4269,Kelleher winery US,38.4157311,-122.3856006,1,OK
4270,Lourensford winery South Africa,-34.0719063,18.8886208,1,OK
4271,Fleur winery US,33.1438889,-117.1958333,1,OK
4272,Rominger West winery US,38.5544512,-121.6967913,1,OK
4273,Cinquain winery US,35.718491,-120.580462,1,OK
4274,Bratcher winery US,34.6422465,-120.4399176,1,OK
4275,Jermann winery Italy,45.9889302,13.4694797,2,OK
4276,Fox Creek winery Australia,-35.25098,138.542909,1,OK
4277,,,,0,ZERO_RESULTS
4278,Juniper winery Australia,-33.82446,115.048465,1,OK
4279,Domaine Vincent Dauvissat winery France,47.8116329,3.7998504,1,OK
4280,Lagoon Hill winery New Zealand,-43.07850579999999,172.7489479,1,OK
4281,Tablelands winery New Zealand,40.6934143,-73.98143739999999,1,OK
4282,Wither Hills winery New Zealand,-41.53108,173.9180411,1,OK
4283,Château Léoube winery France,43.1161166,6.286007499999999,1,OK
4284,Fleur de California winery US,36.0824717,-86.725605,1,OK
4285,,,,0,ZERO_RESULTS
4286,Finca Vides winery Argentina,-32.9935405,-68.8886292,1,OK
4287,Vinum Africa winery South Africa,-34.016046,18.817467,1,OK
4288,Redhawk winery US,44.984079,-123.0910861,1,OK
4289,Spice Route winery South Africa,-33.7639,18.9189,1,OK
4290,LaZarre winery US,35.62671230000001,-120.5409347,1,OK
4291,Negretti winery Italy,44.6584521,7.962421,1,OK
4292,Pico Maccario winery Italy,44.78620979999999,8.4812666,1,OK
4293,Farnese winery Italy,42.5507651,11.7399483,1,OK
4294,Castellargo winery Italy,46.1842856,13.1497226,1,OK
4295,Di Lenardo winery Italy,45.8997375,13.2750013,1,OK
4296,A.A. Badenhorst Family Wines winery South Africa,-33.5410756,18.8186375,1,OK
4297,Post House winery South Africa,36.0147957,-86.54558999999999,1,OK
4298,Ladoucette winery France,47.2972866,2.9586506,1,OK
4299,Paschal winery US,42.2533405,-122.775692,1,OK
4300,Bladen winery New Zealand,-41.4977986,173.8067945,1,OK
4301,Domaines Duffort winery France,43.740747,0.382847,1,OK
4302,Second Growth winery US,34.0484135,-84.3121391,1,OK
4303,1850 winery US,38.3943357,-120.8027204,1,OK
4304,,,,0,ZERO_RESULTS
4305,Château des Bormettes winery France,43.1263286,6.2536741,1,OK
4306,kukkula winery US,35.66440559999999,-120.8622,1,OK
4307,m2 Wines winery US,38.188405,-121.281592,1,OK
4308,,,,0,ZERO_RESULTS
4309,Grey Stack winery US,38.3770891,-122.6043708,1,OK
4310,Vinum Ferus winery US,45.2083396,-123.1909253,1,OK
4311,Gauguine winery US,37.473456,-76.8321242,1,OK
4312,Loom winery Australia,35.5405665,-82.5523204,1,OK
4313,Suacci Carciere Wines winery US,38.353949,-122.8286789,1,OK
4314,Vincent Grall winery France,47.3310887,2.8356053,1,OK
4315,Morse winery US,38.5337921,-120.7327664,1,OK
4316,Patrice Moreux winery France,47.3042659,2.9277091,1,OK
4317,Revival winery US,36.1522275,-86.7763126,1,OK
4318,Row Eleven winery US,37.9689998,-122.5134536,1,OK
4319,Bouchié-Chatelier winery France,47.3094798,2.9593781,1,OK
4320,Purple Cowboy winery US,35.3046943,-120.3743494,2,OK
4321,Fernz winery New Zealand,-41.6482923,174.1314746,1,OK
4322,Joseph Faiveley winery France,47.135866,4.946523,2,OK
4323,Hewitson winery Australia,-34.4953477,138.9782859,1,OK
4324,Jim Barry winery Australia,-33.8186546,138.5969174,1,OK
4325,,,,0,ZERO_RESULTS
4326,Byrne winery Australia,-34.92219499999999,138.6234318,1,OK
4327,Abbot's Passage winery US,38.3409379,-122.50651,1,OK
4328,Andrew Will winery US,47.4501554,-122.4968768,1,OK
4329,In Situ winery Chile,-33.5338641,-70.57400779999999,1,OK
4330,Laurent Miquel winery France,43.43015,3.094112,1,OK
4331,Lis Neris winery Italy,45.9293858,13.5271326,1,OK
4332,Nuevomundo winery Chile,53.34479,-6.25195,1,OK
4333,Vice Versa winery US,38.5062283,-122.4724263,1,OK
4334,,,,0,ZERO_RESULTS
4335,Nelson Bay winery New Zealand,-41.2311128,173.0678172,1,OK
4336,Kanonkop winery South Africa,-33.8548506,18.8601126,1,OK
4337,Krow Shore winery US,39.318011,-75.9291942,1,OK
4338,Foffani winery Italy,45.8617849,13.3223825,1,OK
4339,Villa La Selva winery Italy,43.38351249999999,11.5543692,1,OK
4340,Cycles Gladiator winery US,38.7322779,-90.8775618,1,OK
4341,Domaine Méo-Camuzet winery France,47.1603659,4.953246699999999,1,OK
4342,Château Beaulieu winery France,36.1505553,-86.8016076,1,OK
4343,Bizoe winery South Africa,-34.039258,18.7545977,1,OK
4344,Seal Beach winery US,33.811364,-118.073615,1,OK
4345,Toil Oregon winery US,45.35089740000001,-123.0250158,1,OK
4346,Syzygy winery US,46.087425,-118.2741201,1,OK
4347,Domaine Bernhard & Reibel winery France,48.2684222,7.413784499999999,1,OK
4348,Peñascal winery Spain,41.5901791,-4.6906685,1,OK
4349,Barking Frog winery US,45.2939076,-123.177231,1,OK
4350,Briceland winery US,40.11232,-123.8956651,1,OK
4351,Cascade Ridge winery US,47.5949787,-120.6631197,1,OK
4352,Illustrious winery US,34.8787052,-84.09068049999999,1,OK
4353,Meli winery Chile,33.7852499,-84.412048,1,OK
4354,Boëté winery US,36.476034,-121.716085,1,OK
4355,Château de Cornemps winery France,44.9803208,-0.0368344,1,OK
4356,Heart & Hands winery US,42.819355,-76.698647,1,OK
4357,Thomas O'Neil Cellars winery US,46.318118,-119.299138,1,OK
4358,Wapato Point Cellars winery US,47.88095449999999,-120.1518399,1,OK
4359,Ash Hollow winery US,46.0951381,-118.260346,1,OK
4360,Domaine de la Sauveuse winery France,43.26897779999999,6.4911696,1,OK
4361,Grand Napa winery US,38.4545834,-122.4199815,1,OK
4362,August Briggs winery US,38.5775,-122.5797222,1,OK
4363,Château Langlet winery France,47.2703169,-0.1046324,1,OK
4364,Stargazer Barn winery US,40.8959197,-124.1010665,1,OK
4365,Giulio Ferrari winery Italy,46.044201,11.1127908,1,OK
4366,Château Grand Bourgeau winery France,46.7141071,5.5317581,1,OK
4367,Outlot winery US,39.0957706,-84.52279229999999,1,OK
4368,Salton winery Brazil,-29.0797501,-51.55245720000001,1,OK
4369,Ruca Malen winery Argentina,-33.0943589,-68.9290256,1,OK
4370,Moshin winery US,38.5025155,-122.8971567,1,OK
4371,Pierre Moulin winery France,47.163338,0.3481197,1,OK
4372,Rare winery US,36.1522275,-86.7763126,1,OK
4373,Manzanita Creek winery US,38.4191839,-122.5520055,2,OK
4374,Ricci Curbastro winery Italy,45.6325005,9.939151299999999,1,OK
4375,Clos Poggiale winery France,42.13548369999999,9.5283115,1,OK
4376,Three Pines winery US,42.2205165,-122.7971727,1,OK
4377,Earthquake winery US,36.4173124,-81.25015119999999,1,OK
4378,,,,0,ZERO_RESULTS
4379,Leasingham winery Australia,-33.837876,138.618475,1,OK
4380,Shottesbrooke winery Australia,-35.1964744,138.6003933,1,OK
4381,Otuwhero winery New Zealand,-41.6482923,174.1314746,1,OK
4382,Domaine de Biéville winery France,47.75691519999999,3.7554246,1,OK
4383,Bishop's Peak winery US,35.3024744,-120.6973949,1,OK
4384,Ogier winery France,44.05716229999999,4.8350819,1,OK
4385,Porcupine Ridge winery South Africa,-33.9425804,19.1080145,1,OK
4386,Steely Dan winery New Zealand,-39.5250956,176.8461288,1,OK
4387,Pestoni Family winery US,38.4715614,-122.4356023,1,OK
4388,,,,0,ZERO_RESULTS
4389,Tierra Roja winery US,38.4559929,-122.363278,1,OK
4390,Whetstone winery US,38.340111,-122.263397,1,OK
4391,Tuck Beckstoffer winery US,38.5053833,-122.4700813,1,OK
4392,Staatliche Weinbaudomäne Trier winery Germany,49.7544057,6.6917734,1,OK
4393,Foley Johnson winery US,38.4504695,-122.4133104,1,OK
4394,Girolate winery France,42.5442911,8.781251899999999,1,OK
